Name;Team;Competition;Nationality;Age;Primary Position;Secondary Position;Minutes Played;finishing;dribbling;passing;creation;defending;pressing;overall;overall_global;overall_league_adjusted
Neymar;Paris Saint-Germain;Ligue 1;Brazil;29;Left Wing;Centre Attacking Midfielder;1500,5833;18,80561516;77,93116869;74,78421029;62,23317599;22,59138965;56,71864423;59,40456559;80,95695837;79,41178395
Emiliano Buendía;Norwich City;Championship;Argentina;24;Right Wing;Right Midfielder;3520,5994;34,34668279;45,44234679;63,66981959;49,015576;49,17490211;81,16062981;69,01010588;80,74367262;74,80242633
Philip Foden;Manchester City;Premier League;England;21;Left Wing;Left Centre Midfielder;1728,3666;52,77083521;42,66825446;70,21018723;32,17076064;49,60218341;71,11406225;79,96208492;80,58676477;87,83184
Aleksandr Golovin;AS Monaco;Ligue 1;Russia;25;Left Midfielder;Right Wing;1128,3667;48,01720247;36,68769426;46,5083921;41,60961523;35,45991168;96,5189833;77,41612221;80,3186347;78,78564356
Diogo Jota;Liverpool;Premier League;Portugal;24;Left Wing;Right Wing;1198,3167;56,88707914;37,80390973;50,30855989;21,26032758;28,07548494;84,54153301;79,94989991;79,48973692;86,63618493
Rafa Silva;Benfica;Primeira Liga;Portugal;28;Right Midfielder;Right Wing;2314,9497;34,31422694;59,61279667;68,49078779;47,23642605;38,88773927;73,53149193;70,09065461;79,40962901;77,89398749
Edinson Cavani;Manchester United;Premier League;Uruguay;34;Centre Forward;Left Centre Forward;1503,2666;73,66539432;18,68218204;38,12533942;28,78965995;27,63009696;49,88712187;80,97993463;78,63466718;85,70424097
Bas Dost;Club Brugge;Jupiler Pro League;Netherlands;32;Centre Forward;Left Centre Forward;1381,2667;64,58863038;19,54188955;33,99888205;34,95044425;23,77141892;48,96803726;73,63471979;78,06204476;59,55609624
Ante Rebić;AC Milan;Serie A;Croatia;27;Left Wing;Centre Forward;1889,7164;64,46234509;27,41519332;34,66005258;45,51516259;32,85499055;49,58641334;77,09894449;77,43516224;75,95720612
Christoph Knasmüllner;Rapid Wien;Bundesliga;Austria;29;Centre Attacking Midfielder;Left Wing;1445,0166;67,79956152;21,11095748;41,69361708;18,65178408;40,6788643;51,06680373;77,27820207;77,16126294;50,45902304
Karim Benzema;Real Madrid;La Liga;France;33;Centre Forward;Left Centre Forward;3035,65;53,14843822;31,60941508;61,05380135;33,46577908;48,78578262;28,73679895;67,6947723;76,94386333;83,86142703
Krépin Diatta;Club Brugge;Jupiler Pro League;Senegal;22;Right Wing;Right Wing Back;1565,4;52,27829173;41,19190021;57,50247205;41,84237135;48,67474992;37,43200458;71,2971532;76,84976437;58,63120774
Serge Gnabry;Bayern Munich;1. Bundesliga;Germany;25;Left Wing;Right Wing;1726,8333;47,73367164;34,86454096;60,50439242;37,89522033;53,22712103;66,20976769;72,84031402;76,82803463;71,17490713
Mimoun Mahi;FC Utrecht;Eredivisie;Morocco;27;Centre Forward;Left Wing;1473,7;34,16042374;34,89868162;39,28958717;53,74023857;31,90618707;47,62130015;55,63100891;76,5569759;58,4078298
Dejan Joveljić;Wolfsberger AC;Bundesliga;Serbia;21;Left Centre Forward;Centre Forward;2409,6167;73,62447872;31,74348686;29,92237948;12,99686272;29,03446227;51,37684955;81,27653078;76,50105308;50,02728381
Kelechi Iheanacho;Leicester City;Premier League;Nigeria;24;Right Centre Forward;Centre Forward;1571,8668;59,48075201;33,04103668;52,68678353;30,34098197;23,99505441;49,83029014;74,57216953;76,32186569;83,18350929
Kieran Dowell;Norwich City;Championship;England;23;Centre Attacking Midfielder;Left Wing;1004,68335;42,23332985;38,23310201;53,09380153;42,09228956;26,6563714;85,1182997;71,06678534;76,29061725;70,67703377
Iago Aspas;Celta Vigo;La Liga;Spain;33;Right Centre Forward;Left Centre Forward;3042,8005;49,80561626;40,89968956;52,61446061;43,46627127;13,12875946;34,47979696;65,94719513;76,22593329;83,07895218
Alexander Schmidt;SKN Sankt Pölten;Bundesliga;Austria;23;Centre Forward;Right Centre Forward;2160,0166;65,90595986;35,66691504;25,61722587;23,86374857;32,86329961;35,0048951;73,27608866;76,0113746;49,70706228
Mauro Icardi;Paris Saint-Germain;Ligue 1;Argentina;28;Centre Forward;Left Centre Forward;1155,3833;44,04795204;37,58500205;34,98457639;43,66333188;23,95262735;52,87524083;63,0123066;75,51864223;74,07726552
Antoine Griezmann;Barcelona;La Liga;France;30;Left Wing;Centre Forward;2727,8496;46,14980279;31,00031999;73,81026271;32,55657835;34,10901405;66,8040665;70,90769904;75,31277125;82,08369318
Felipe Caicedo;Lazio;Serie A;Ecuador;32;Right Centre Forward;Left Centre Forward;1020,23334;63,26885004;39,02648354;39,09560314;10,59498714;22,69627706;48,72299919;74,5650576;75,13707365;73,7029797
Ihlas Bebou;Hoffenheim;1. Bundesliga;Togo;27;Right Centre Forward;Centre Forward;2321,2334;48,98272382;40,38398756;43,710423;34,93049292;52,81701453;46,56628329;68,16484299;75,11953234;69,59211913
Henrikh Mkhitaryan;AS Roma;Serie A;Armenia;32;Left Attacking Midfielder;Left Wing;2903,5496;39,70621752;36,18632889;49,85451704;48,72053627;41,20366196;65,83400296;65,66880647;74,81920441;73,39117743
Kevin Volland;AS Monaco;Ligue 1;Germany;28;Right Centre Forward;Centre Attacking Midfielder;2890,0164;68,2254152;25,92759443;34,61019525;34,57975383;26,24567048;55,66182709;79,48687294;74,79397657;73,3664311
Marco Reus;Borussia Dortmund;1. Bundesliga;Germany;32;Centre Attacking Midfielder;Left Wing;2369,7837;38,06171825;33,82004471;62,48285129;47,10192881;36,67393095;69,90946912;65,97156542;74,77370472;69,27173805
Thijs Oosting;RKC Waalwijk;Eredivisie;Netherlands;21;Centre Forward;Left Wing;1216,3667;66,34273084;24,04231151;30,02408889;28,09335263;38,68611047;54,40039554;76,79546759;74,69710554;56,98887366
Giacomo Raspadori;Sassuolo;Serie A;Italy;21;Centre Forward;Right Wing;1319,8168;63,93510075;31,54207354;42,66966695;24,92525957;5,038398161;72,03764975;79,48798393;74,64488384;73,22018401
Hirving Lozano;Napoli;Serie A;Mexico;25;Right Wing;Left Wing;2081,5996;50,13397091;37,93819493;44,01460581;35,54244013;36,33990837;63,32996702;71,2650804;74,52581682;73,10338955
Mehdi Taremi;FC Porto;Primeira Liga;Iran;28;Left Centre Forward;Right Centre Forward;2355,833;46,55973939;30,17327285;38,73815724;39,26256719;29,43860408;70,60119771;67,65412631;74,36961295;72,95016703
Jonathan David;Lille;Ligue 1;Canada;21;Left Centre Forward;Right Centre Forward;2465,5332;60,44208102;29,0611528;42,35149404;20,42346512;34,59935673;68,47528158;76,74744408;73,99451595;72,58222927
Pablo Sarabia;Paris Saint-Germain;Ligue 1;Spain;29;Right Wing;Right Midfielder;1402,1666;43,8582341;24,95062758;54,33726415;61,40610927;33,38524332;64,84491538;67,89204015;73,8684593;72,45857859
André Silva;Eintracht Frankfurt;1. Bundesliga;Portugal;25;Centre Forward;Left Centre Forward;2895,633;56,46023141;27,66261027;40,00280229;30,72658651;27,92015914;36,18097881;66,71497659;73,82794548;68,39556925
Mërgim Berisha;Salzburg;Bundesliga;Kosovo;23;Left Centre Forward;Centre Attacking Midfielder;1977,3666;47,29224671;32,60866112;39,14315975;51,70048683;22,68360719;49,1230174;65,0837222;73,69545271;48,19258271
Antony;Ajax;Eredivisie;Brazil;21;Right Wing;Left Wing;1854,2168;41,65374426;39,91467125;70,42104431;52,44059602;41,41747738;57,25818976;69,28588335;73,64575493;56,18676376
Aaron Ramsey;Juventus;Serie A;Wales;30;Left Midfielder;Left Centre Midfielder;1157,2998;21,81163665;32,96499864;72,83673178;46,36920182;37,23662719;75,49640997;55,43670237;73,61865244;72,21353963
Son Heung-Min;Tottenham Hotspur;Premier League;South Korea;28;Left Wing;Centre Attacking Midfielder;3317,6658;59,23944137;33,43585109;46,80910561;32,9449695;25,25725778;51,14010322;74,3243553;73,50176306;80,10986806
Iker Muniain;Athletic Bilbao;La Liga;Spain;28;Centre Attacking Midfielder;Left Midfielder;2017,6832;50,42807363;51,53290235;61,75420277;17,68819677;32,96773277;39,19834499;69,33724439;73,3983944;79,99720614
Maryan Shved;Mechelen;Jupiler Pro League;Ukraine;23;Right Wing;Left Wing;1018,85;32,94522472;37,36756216;39,35502391;48,06811435;41,97437915;96,01865673;65,64384595;73,34749843;55,95921409
Romelu Lukaku;Inter Milan;Serie A;Belgium;28;Right Centre Forward;Centre Forward;3054,4495;54,74282437;31,3889261;40,79171473;41,1513885;22,44581629;29,03108755;65,47325819;73,27639955;71,87781911
Albert Gudmundsson;AZ Alkmaar;Eredivisie;Iceland;23;Right Wing;Centre Forward;2044,3168;28,61645026;43,04286078;50,1025612;35,94741311;32,65405107;68,48694322;56,98789786;73,10156031;55,77157982
Alexandre Lacazette;Arsenal;Premier League;France;30;Centre Forward;Centre Attacking Midfielder;2046,8834;58,81118388;37,98429398;40,5064816;21,17650875;29,12117698;46,91351792;72,15150876;73,00014621;79,56315383
Tommaso Pobega;Spezia;Serie A;Italy;21;Left Centre Midfielder;Left Midfielder;1290,55;69,291915;28,57452486;40,32349349;6,774644566;42,24977601;53,35635207;79,14119573;72,9751852;71,58235385
Goran Pandev;Genoa;Serie A;Macedonia;37;Right Centre Forward;Left Centre Forward;1488,8835;74,17439012;33,57691625;42,48025973;17,01976639;38,14883231;29,43717657;80,03202418;72,84663262;71,45625487
Daniel Didavi;VfB Stuttgart;1. Bundesliga;Germany;31;Left Wing;Centre Attacking Midfielder;1037,8666;42,92719471;35,99001402;48,82546739;43,37961993;42,14896359;57,22114686;65,67152524;72,81229012;67,45464741
Manu Vallejo;Valencia;La Liga;Spain;24;Left Centre Forward;Right Centre Forward;1069,6001;67,7150377;23,28384128;39,88348085;5,225668657;36,52695504;55,88236905;76,75281188;72,80138928;79,34652784
Albert Adomah;Queens Park Rangers;Championship;Ghana;33;Right Wing;Right Wing Back;1004,8498;27,37882497;35,91434665;43,54654039;62,13676513;50,3572984;49,59475399;53,50931954;72,71523393;67,36473277
Luis Sinisterra;Feyenoord;Eredivisie;Colombia;21;Left Wing;Left Attacking Midfielder;1439,0167;39,20836348;47,48790605;57,85421158;41,85337039;31,67602948;55,82862295;65,19160643;72,69788132;55,46359988
Yari Verschaeren;RSC Anderlecht;Jupiler Pro League;Belgium;19;Centre Attacking Midfielder;Right Wing;1411,7333;61,03939434;31,95725286;50,70263496;23,1103642;33,95439104;50,17472682;75,2348391;72,62237632;55,40599463
Roman Yaremchuk;Gent;Jupiler Pro League;Ukraine;25;Left Centre Forward;Right Centre Forward;3063,7502;52,48642089;30,1897589;50,47880238;38,18301585;18,12800791;30,55742851;64,46001612;72,6034059;55,39152147
Borja Mayoral;AS Roma;Serie A;Spain;24;Centre Forward;Left Centre Forward;1646,3835;63,74935207;31,00072881;41,28462988;16,87195995;14,43575437;47,68324316;73,50728237;72,53296238;71,14857146
Mario González;Tondela;Primeira Liga;Spain;25;Centre Forward;Left Centre Forward;2245,567;67,21026171;27,6845155;25,61617346;12,76747452;16,19496255;37,09466083;70,86541009;72,45296737;71,07010326
David Neres;Ajax;Eredivisie;Brazil;24;Right Wing;Left Wing;1251,9167;31,13167312;38,17561831;73,75846395;57,70100475;36,85341486;74,37490977;64,99451927;72,30543141;55,16418695
Tarik Tissoudali;Beerschot-Wilrijk;Jupiler Pro League;Netherlands;28;Left Centre Forward;Centre Forward;1377,95;45,1529156;42,48761509;39,86285546;48,0164121;21,03055896;27,06231699;60,27560324;72,22586733;55,10348491
Álvaro Morata;Juventus;Serie A;Spain;28;Right Centre Forward;Left Centre Forward;2142,1165;48,54049361;36,96039684;41,1986556;36,58916308;24,83746374;53,94062981;66,79386157;72,15280423;70,77566914
Zlatan Ibrahimović;AC Milan;Serie A;Sweden;39;Centre Forward;Left Centre Forward;1580,8165;49,26153981;32,60940065;45,2523126;15,12961051;18,82666059;22,32262098;57,48850988;72,11357189;70,73718561
Yeremi Pino;Villarreal;La Liga;Spain;18;Left Wing;Left Midfielder;878,5333;51,81772743;40,2507149;52,81387497;16,08504322;40,50365882;80,16198384;76,04052606;72,05110052;78,5287851
Emil Forsberg;RB Leipzig;1. Bundesliga;Sweden;29;Centre Forward;Left Attacking Midfielder;1604,7665;39,16361914;41,23141294;51,05045536;48,69819817;23,81620741;76,61719373;67,68509966;71,96021452;66,66526887
Wout Weghorst;Wolfsburg;1. Bundesliga;Netherlands;28;Centre Forward;Right Centre Forward;3110,1497;53,1414458;28,16413277;30,71437028;25,25835348;24,50717082;50,82714953;65,30830946;71,95838932;66,66357797
Moussa Koné;Nîmes;Ligue 1;Senegal;24;Centre Forward;Centre Attacking Midfielder;1859,6;70,6691575;38,96009896;31,72788156;11,75310939;27,23454777;31,27280117;76,08820896;71,95439656;70,58104836
Ebere Paul Onuachu;KRC Genk;Jupiler Pro League;Nigeria;27;Centre Forward;Left Centre Forward;3142,2834;65,72233803;38,93946564;32,35244949;14,88655815;32,99771674;28,02025429;72,23784704;71,73649849;54,73012936
Kader Bamba;Nantes;Ligue 1;France;27;Left Wing;Right Wing;1031,6833;50,71851559;57,30289394;50,55544969;19,08205798;47,53228695;28,56931684;68,04521466;71,72618868;70,35719614
Jack Grealish;Aston Villa;Premier League;England;25;Left Wing;Centre Attacking Midfielder;2358,5334;30,92081507;56,96552935;65,10377163;55,62177884;29,21756023;29,9836817;57,30662753;71,69197035;78,13736769
Václav Černý;Twente;Eredivisie;Czech Republic;23;Right Wing;0;1230,0166;48,28746578;34,2822176;41,66692844;40,90167364;33,78733062;56,67262641;67,7116013;71,66183997;54,67316992
Arnaud Kalimuendo;Lens;Ligue 1;France;19;Left Centre Forward;Left Wing;1295,4667;57,08357939;39,03064069;38,51817292;23,29273785;20,28581009;43,17294528;69,60473774;71,63931898;70,27198446
Sasa Kalajdzic;VfB Stuttgart;1. Bundesliga;Austria;23;Centre Forward;Left Centre Forward;2253,4;64,92273104;28,13080392;33,57540138;25,10074555;13,81929362;49,82126352;74,12884118;71,38575494;66,13307893
Ruslan Malinovskiy;Atalanta;Serie A;Ukraine;28;Right Wing;Right Centre Forward;1972,8835;28,77021785;48,89572943;67,33688963;66,76268207;31,40603776;63,76440759;62,84559693;71,16733998;69,80901383
Amath Ndiaye;Mallorca;La Liga 2;Senegal;24;Left Wing;Left Centre Forward;2411,4333;55,93326411;30,45023189;39,10016185;9,260700566;48,24712708;62,99683063;71,4909847;70,84850036;54,05264644
Jadon Sancho;Borussia Dortmund;1. Bundesliga;England;21;Right Wing;Left Wing;2157,8333;35,51377756;47,27020378;78,49684899;40,32260945;41,38374159;43,30086291;62,69463627;70,82313256;65,61185519
Luis Díaz;FC Porto;Primeira Liga;Colombia;24;Left Midfielder;Left Wing;1776,6001;35,61421298;54,04309991;52,21220199;25,62667079;50,07615462;67,14520525;64,78954368;70,82182134;69,47008989
Josip Iličić;Atalanta;Serie A;Slovenia;33;Right Centre Forward;Right Attacking Midfielder;1583,6833;20,07478342;60,07195764;75,01382153;75,45560907;23,76890576;39,61018574;54,54066721;70,81406899;69,46248551
Nicolai Jørgensen;Feyenoord;Eredivisie;Denmark;30;Centre Forward;Right Centre Forward;1419,0834;41,10191568;39,43121936;41,00400211;26,91361713;25,49299548;54,38107452;60,47079978;70,81002041;54,02328882
Duncan Watmore;Middlesbrough;Championship;England;27;Left Centre Forward;Left Wing;1987,9667;81,54431026;27,89301819;29,99104941;10,39100069;28,06709497;30,72549145;81,97308321;70,74147149;65,53620287
Tobias Anselm;Swarovski Tirol;Bundesliga;Austria;21;Right Centre Forward;Left Centre Forward;1164,7833;55,61285127;26,37474533;29,381141;27,98983731;53,44494018;37,85267008;66,02083246;70,48783787;46,0949873
Lucas Alario;Bayer Leverkusen;1. Bundesliga;Argentina;28;Centre Forward;Left Centre Forward;1327,3665;65,14184875;37,75918969;39,01590231;8,418247033;21,66453486;44,30304094;74,52447777;70,40607968;65,22548971
Yusuf Yazıcı;Lille;Ligue 1;Turkey;24;Right Centre Forward;Centre Attacking Midfielder;1185,0833;45,10378243;25,36901326;45,49719876;44,8629631;10,64782192;51,80847464;61,77733037;70,39429113;69,05071968
Andreas Gruber;LASK;Bundesliga;Austria;25;Right Wing;Right Attacking Midfielder;1191,7333;48,97920165;36,17880491;44,92539052;38,20372605;22,65448391;49,5735496;66,57069788;70,38618159;46,02850995
Gabriel Jesus;Manchester City;Premier League;Brazil;24;Centre Forward;Left Wing;2202,9502;43,43397597;39,82295198;56,0221313;24,66376194;30,95375802;63,98664557;66,56712037;70,36875258;76,6951873
Javi Puado;Espanyol;La Liga 2;Spain;23;Left Midfielder;Left Wing;2576,6328;53,11459904;35,38565332;47,25043369;26,1798393;33,39395779;39,72378116;67,24293231;70,35736496;53,67794311
Portu;Real Sociedad;La Liga;Spain;29;Right Wing;Right Midfielder;2299,4502;59,36114103;26,90729074;34,44456951;35,389344;16,14882363;49,64164546;70,79432879;70,21064061;76,52286042
Leroy Sané;Bayern Munich;1. Bundesliga;Germany;25;Right Wing;Left Wing;1905,55;28,31130812;47,39675876;54,96594216;53,91401194;35,86376358;78,81064428;62,66323063;70,15351186;64,99150623
Gerard Moreno;Villarreal;La Liga;Spain;29;Right Centre Forward;Centre Forward;2827,9668;41,34019351;46,50965854;39,67008999;43,34483287;22,75120627;36,26880792;59,6496283;70,08313926;76,38389619
Donyell Malen;PSV Eindhoven;Eredivisie;Netherlands;22;Left Centre Forward;Right Centre Forward;2571,4834;50,63229396;32,43106791;50,319669;32,59557925;17,06309878;35,26783697;63,78005318;70,02406526;53,42365784
Ousmane Dembélé;Barcelona;La Liga;France;24;Right Wing;Left Wing;1866,5332;29,61965871;50,07553866;81,38393845;38,18106831;35,87649989;65,24086857;63,1425558;69,97334067;76,26422626
Percy Tau;RSC Anderlecht;Jupiler Pro League;South Africa;27;Centre Defensive Midfielder;Right Wing;1136,2501;34,41941566;21,79987779;51,64446999;45,52696397;40,26091969;73,96238105;60,07158695;69,94872198;53,36617598
Victor Osimhen;Napoli;Serie A;Nigeria;22;Centre Forward;Right Centre Forward;1665,7;45,46028151;34,1706314;30,25315357;26,10752178;36,64680027;59,29574798;63,07617117;69,90156583;68,56739872
Max Kruse;Union Berlin;1. Bundesliga;Germany;33;Left Centre Forward;Centre Attacking Midfielder;1722,4667;61,61380659;32,44169783;45,14137676;39,53928427;21,09434007;25,87929868;70,78344986;69,89542804;64,75241262
Terem Moffi;Lorient;Ligue 1;Nigeria;22;Centre Forward;Left Centre Forward;2154,9167;62,10274519;25,62142615;31,22953595;29,54271219;13,94980535;33,67378519;68,06267951;69,82379558;68,49111281
Ángel Correa;Atlético Madrid;La Liga;Argentina;26;Right Centre Forward;Right Midfielder;2502,0493;43,01872133;36,34082705;49,10409772;36,69164087;38,52020621;55,56721786;64,54906459;69,77840419;76,05176421
Christopher Nkunku;RB Leipzig;1. Bundesliga;France;23;Left Wing;Right Wing;1995,4501;28,772311;38,81583244;59,6977163;43,18174159;25,89985653;78,65773201;60,06129991;69,77530056;64,64112432
Karl Toko Ekambi;Lyon;Ligue 1;Cameroon;28;Left Wing;Right Wing;2947,967;41,8882244;36,04150033;46,2415025;33,29363132;26,743137;34,79615168;57,62794254;69,70781434;68,37734524
Luca Waldschmidt;Benfica;Primeira Liga;Germany;25;Right Centre Forward;Left Centre Forward;1503,8334;35,73893554;32,16255359;52,02061587;58,21843061;27,72998508;46,9297793;58,07975272;69,58961505;68,26140194
Jorge Molina;Granada;La Liga;Spain;39;Centre Forward;Centre Attacking Midfielder;1741;79,03831398;20,79157332;29,47097469;20,42363387;23,59079093;23,00807941;77,57887974;69,54767357;75,80028997
Daan Heymans;Waasland-Beveren;Jupiler Pro League;Belgium;21;Right Centre Midfielder;Right Wing;2276,9834;62,88169104;30,55975958;39,42342544;21,01711953;38,14091968;34,36251549;71,53217609;69,53911354;53,05367225
Dries Mertens;Napoli;Serie A;Belgium;34;Centre Forward;Centre Attacking Midfielder;1534,4833;46,67722972;23,88935685;44,60592344;38,12839228;25,73039382;69,38936152;66,60569893;69,50328895;68,17672349
Umar Sadiq;Almería;La Liga 2;Nigeria;24;Centre Forward;Centre Attacking Midfielder;3358,7002;51,35022904;40,57173928;35,33626026;19,14826797;19,43448371;47,53614259;65,39394459;69,23585602;52,82230714
Miguel De la Fuente;Leganés;La Liga 2;Spain;21;Centre Forward;Left Centre Forward;1090,3667;61,76308391;33,98553478;27,99357264;25,97945372;20,23483871;59,92364735;74,77125843;69,01674252;52,65513825
Dušan Tadić;Ajax;Eredivisie;Serbia;32;Left Wing;Left Wing Back;2749,9165;25,44454888;33,19199722;61,84925612;74,30354778;28,96550625;44,10888166;52,6361216;68,98463774;52,63064446
Leon Bailey;Bayer Leverkusen;1. Bundesliga;Jamaica;23;Right Wing;Left Wing;2261,4497;39,75065736;49,85888067;45,03187242;38,13555117;32,72338146;40,95125137;60,86623309;68,92733004;63,85554879
Arnaut Groeneveld;AFC Bournemouth;Championship;Netherlands;24;Left Wing;Left Centre Forward;2856,6665;60,53815945;38,81945111;44,48185462;22,32065099;30,05136688;26,18194696;69,93294383;68,88078684;63,81243032
Raheem Sterling;Manchester City;Premier League;England;26;Left Wing;Right Wing;2695,1836;39,01543903;40,41994145;66,23568656;29,05675689;33,41793244;44,54682166;60,97653768;68,873295;75,06528204
Mamadou Fall;Sporting Charleroi;Jupiler Pro League;Senegal;29;Right Wing;Left Wing;2394,7668;66,43066054;33,14587882;30,10148715;17,92288323;48,11184371;48,40287309;76,96367955;68,84443502;52,52367921
Kingsley Coman;Bayern Munich;1. Bundesliga;France;24;Left Wing;Right Wing;1839,9169;25,86029541;50,21172227;67,931448;58,52524267;33,81758591;66,7371599;60,79159607;68,77948188;63,71857954
Armando Broja;Vitesse;Eredivisie;Albania;19;Right Centre Forward;Left Centre Forward;1964,5499;64,19621002;32,35091621;37,10966811;19,47409559;19,93933358;47,1646124;74,10009176;68,73427194;52,43963218
Gonzalo Melero;Levante;La Liga;Spain;27;Left Defensive Midfielder;Left Centre Forward;1960,0668;59,55027345;31,85593564;55,78028332;13,74327863;36,82296645;47,14592471;73,22107219;68,71030924;74,88764321
Ilombé Mboyo;Sint-Truiden;Jupiler Pro League;Belgium;34;Left Centre Forward;Right Centre Forward;1250,4832;61,71599979;25,07653288;44,18726185;33,72781023;25,61075127;31,47764808;70,06894897;68,49562552;52,25756099
Antonio Sanabria;Torino;Serie A;Paraguay;25;Right Centre Forward;Left Centre Forward;1025,15;65,12331521;24,92266304;37,60552268;14,91232601;28,62811694;42,05774381;72,30547527;68,33171424;67,02750989
Riyad Mahrez;Manchester City;Premier League;Algeria;30;Right Wing;Centre Forward;2059,3665;41,67059723;32,7092443;77,26504184;41,98132386;25,64030349;48,25255801;64,65536427;68,25556136;74,39201166
Ante Budimir;Osasuna;La Liga;Croatia;29;Centre Forward;Left Centre Forward;1727,3833;62,34320448;27,14006188;24,24263015;5,7021979;28,35049644;44,8520235;68,37663366;68,25037309;74,38635694
Youssef En-Nesyri;Sevilla;La Liga;Morocco;23;Centre Forward;Right Wing;2446,1665;64,44702499;22,76428515;24,14969282;8,682527776;26,85130332;61,8523776;73,01949269;68,18869094;74,31912932
Yuma Suzuki;Sint-Truiden;Jupiler Pro League;Japan;25;Right Centre Forward;Left Centre Forward;2971,8167;54,20093617;40,37167193;36,4437634;17,19437332;31,59232376;36,98943894;66,03353747;68,13655848;51,98361696
